,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
72216,이재영,16,1979년 06월 13일,투수(우투우타),187cm/90kg,방배초-선린중-선린인터넷고-영남대-두산-LG,,,02 두산 1차,02두산
72220,유재웅,20,1979년 05월 20일,외야수(우투좌타),183cm/92kg,길동초-건대부중-휘문고-건국대-두산-상무-두산,,,98 OB 2차 우선,
72239,구판진,39,1979년 12월 31일,외야수(좌투좌타),185cm/85kg,장충고-중앙대,,,,
72244,최인성,44,1982년 01월 07일,외야수(우투우타),180cm/79kg,강릉고,,,,
72248,김명효,48,1979년 12월 18일,내야수(우투우타),181cm/78kg,배명고-대불대,,,,
72253,이경환,71,1983년 05월 21일,(우투우타),177cm/97kg,남정초-선린중-경기고-경찰-두산,,,02 두산 2차 3라운드 25순위,10LG
72256,유석호,56,1979년 04월 24일,내야수(좌투좌타),186cm/90kg,부천고-원광,,,,
72261,황덕균,11,1983년 04월 28일,투수(우투우타),180cm/84kg,도신초-선린중-선린인터넷고-두산-NC-KT,,,02 두산 2차 4라운드 33순위,02두산
72268,김학재,68,1976년 08월 11일,내야수(우투우타),173cm/76kg,신일고-고려대,,,,
72303,김민우,75,1979년 03월 21일,(우투우타),184cm/92kg,관산초-중앙중-부천고-한양대-현대-우리-히어로즈-넥센-KIA,,,98 현대 2차 4라운드 27순위,02현대
72312,강귀태,24,1979년 08월 12일,포수(우투우타),184cm/88kg,서화초-동산중-동산고-동국대-현대-우리-히어로즈-넥센-KIA,,,98 현대 2차우선,02현대
72313,조재호,73,1980년 01월 10일,(좌투좌타),178cm/84kg,강남초-강남중-서울고-성균관대-현대-상무-우리-히어로즈-넥센-SK,,,98 현대 2차 7라운드 51순위,02현대
72314,박우호,14,1978년 05월 15일,외야수(우투우타),180cm/84kg,공주고-한양대,,,,
72321,배힘찬,37,1983년 12월 08일,투수(우투우타),185cm/91kg,가동초-서울경원중-서울고-현대-우리-히어로즈-넥센,,,02 현대 2차 1라운드 10순위,02현대
72322,폴,22,1969년 06월 21일,내야수(좌투좌타),185cm/90kg,미국 벨몬트고,,,,
72324,허웅,83,1983년 09월 17일,포수(우투우타),177cm/84kg,연천초-사직중-부산고-현대,,,02 현대 2차 2라운드 18순위,02현대
72325,강병식,77,1977년 04월 23일,(우투좌타),182cm/85kg,성동초-신일중-신일고-고려대-상무-현대-우리-히어로즈-넥센,,,,01상무
72333,이대환,71,1979년 05월 28일,(우투우타),186cm/92kg,춘천초-춘천중-춘천고-동국대-현대-상무-우리-히어로즈-넥센-LG-KIA-NC,,,98 현대 2차우선,02현대
72336,소중형,36,1983년 04월 07일,외야수(좌투좌타),177cm/68kg,배재고,,,,
72337,프랭클린,37,1972년 04월 25일,내야수(우투양타),180cm/94kg,미국 링컨고,,,,
72339,문정환,39,1979년 04월 27일,투수(우투우타),192cm/92kg,인천고-홍익대,,,,
72340,최환인,40,1979년 06월 15일,투수(우투우타),182cm/84kg,동산고,,,,
72342,토레스,42,1977년 05월 27일,투수(우투우타),185cm/81kg,도미니카 센트로고,,,,
72350,베라스,50,1973년 03월 13일,투수(우투우타),187cm/80kg,도미니카공화국 후안프라시스코고,,,,
72351,조용준,51,1979년 03월 17일,투수(우투우타),176cm/72kg,백초초-여수중-효천고-연세대,,,98 현대 2차 5라운드 35순위,08넥센
72353,송선목,53,1983년 05월 03일,투수(좌투좌타),180cm/80kg,부천고,,,,
72356,윤성귀,56,1983년 07월 29일,투수(우투우타),182cm/82kg,양정초-개성중-경남고,,,,
72398,최동진,98,1976년 03월 21일,투수(우투우타),177cm/77kg,부천고-한양대,,,,
72412,엘비라,12,1967년 10월 29일,투수(좌투좌타),178cm/82kg,멕시코 구티네즈고,,,,
72427,현재윤,94,1979년 07월 08일,포수(우투우타),174cm/80kg,수유초-신일중-신일고-성균관대-삼성-LG,,,98 삼성 2차 4라운드 29순위,02삼성
72428,패트릭,28,1970년 09월 16일,투수(우투우타),184cm/101kg,미국 D.H 콘리고,,,,
72432,박봉수,32,1977년 07월 16일,외야수(좌투좌타),185cm/90kg,휘문고-고려대,,,,
72442,김현수,87,1984년 01월 19일,외야수(우투우타),186cm/86kg,신일고,,,02 삼성 2차 2라운드 16순위,02삼성
72443,최형우,34,1983년 12월 16일,외야수(우투좌타),180cm/106kg,진북초-전주동중-전주고-삼성-경찰-삼성,5000만원,150000만원,02 삼성 2차 6라운드 48순위,02삼성
72444,루크,44,1971년 02월 26일,외야수(좌투좌타),197cm/99kg,,,,,
72447,권혁,47,1983년 11월 06일,투수(좌투좌타),192cm/103kg,대구수창초-성광중-포철공고-삼성-한화,15000만원,19000만원,02 삼성 1차,02삼성
72448,이태호,48,1983년 09월 24일,외야수(좌투좌타),182cm/80kg,숭례초-홍은중-경동고,,,,
72450,최무영,54,1982년 11월 29일,외야수(좌투좌타),173cm/70kg,춘천고,,,,
72452,이준민,52,1979년 01월 23일,포수(우투양타),176cm/80kg,대구상고-중앙대,,,,
72454,권오원,90,1979년 08월 16일,(우투우타),184cm/84kg,연천초-사직중-부산상고-동아대-삼성-상무-삼성,,,,02삼성
72456,손주인,6,1983년 12월 01일,내야수(우투우타),179cm/82kg,광주서석초-진흥중-진흥고-삼성-경찰-삼성-LG,,,02 삼성 2차 3라운드 24순위,02삼성
72457,김민수,57,1979년 08월 01일,투수(우투우타),182cm/84kg,휘문고-건국대,,,,
72458,임세업,48,1983년 09월 01일,외야수(우투우타),181cm/82kg,이수초(자이언츠리틀)-이수중-서울고-삼성-KIA-경찰-한화,,,02 삼성 2차 7라운드 56순위,02삼성
72461,노병오,86,1983년 09월 07일,(우투우타),180cm/100kg,주성초-청주중-청주기공고-삼성-현대-경찰-넥센,,,02 삼성 2차 4라운드 32순위,02삼성
72463,안지만,28,1983년 10월 01일,투수(우투우타),180cm/83kg,칠성초-경운중-대구상고,,,02 삼성 2차 5라운드 40순위,02삼성
72466,조동찬,71,1983년 07월 27일,(우투우타),180cm/80kg,공주중동초-공주중-공주고-삼성,,,02 삼성 2차 1라운드 8순위,02삼성
72503,문정호,3,1982년 05월 08일,내야수(우투좌타),185cm/87kg,일본 히가시지꾸시고,,,,
72513,매기,15,1968년 04월 09일,투수(좌투좌타),190cm/95kg,미국 잭슨고-롯데,,,,
72522,허일상,84,1979년 12월 21일,(우투우타),176cm/88kg,학동초-휘문중-덕수정보고-단국대-롯데-SK,,,,
72523,고효준,23,1983년 02월 08일,투수(좌투좌타),179cm/74kg,서원초-세광중-세광고-롯데-SK-KIA,11000만원,10000만원,02 롯데 2차 1라운드 6순위,02롯데
72535,이명우,35,1982년 06월 03일,투수(좌투좌타),185cm/98kg,연동초-개성중-부산공고,,,02 롯데 2차 2라운드 14순위,02롯데
72543,베로아,43,1965년 03월 18일,외야수(우투우타),180cm/95kg,도미니카 유나이티드고,,,,
72546,문규현,77,1983년 07월 05일,(우투우타),185cm/92kg,군산초-군산남중-군산상고-롯데-상무-롯데,,,02 롯데 2차 10라운드 78순위,02롯데
72548,김정현,48,1979년 05월 27일,내야수(우투우타),182cm/90kg,마산상고-경성대,,,,
72551,이정민,90,1979년 03월 02일,(우투우타),182cm/90kg,동삼초-경남중-경남고-동아대-롯데-상무-롯데,,,02 롯데 1차 ,02롯데
72553,해처,53,1969년 01월 07일,외야수(우투우타),185cm/105kg,미국 아이오와대,,,,
72554,김풍철,54,1976년 10월 20일,투수(우투우타),183cm/84kg,동래고-동아대,,,,
72556,신원주,56,1976년 10월 14일,투수(우투우타),189cm/74kg,부산고-고려대,,,,
72559,신종길,2,1983년 12월 31일,외야수(우투좌타),183cm/87kg,광주대성초-무등중-광주제일고-(동신대)-롯데-한화,,,02 롯데 2차 6라운드 46순위,02롯데
72560,전용종,60,1979년 10월 11일,투수(우투우타),183cm/90kg,경동고-한양대,,,,
72562,변인재,38,1979년 06월 11일,투수(우투우타),185cm/93kg,배재고-중앙대,,,,
72606,이현곤,80,1980년 02월 21일,(우투우타),183cm/83kg,송정동초-무등중-광주제일고-연세대-KIA-NC,,,98 해태 2차우선,02KIA
72608,김규태,66,1983년 05월 23일,외야수(우투우타),180cm/76kg,성남고,,,,
72613,홍찬영,13,1983년 06월 27일,투수(우언우타),181cm/80kg,군산상고,,,,
72623,조민철,23,1979년 06월 08일,포수(우투우타),180cm/84kg,광주상고-대불대-KIA,,,,
72627,강철민,46,1979년 07월 22일,투수(우투우타),191cm/95kg,성동초-이수중-효천고-한양대-KIA,,,98 해태 2차 우선,09LG
72641,김진우,022,1983년 03월 07일,투수(우투우타),192cm/110kg,광주서석초-진흥중-진흥고,,,02 KIA 1차,02KIA
72642,박상중,42,1982년 01월 22일,투수(좌투좌타),181cm/78kg,마산고-제주관광대,,,,
72643,문수호,30,1983년 06월 04일,투수(좌투좌타),185cm/85kg,신곡초-안산중앙중-선린인터넷고-KIA-삼성,,,02 KIA 2차 2라운드 13순위,02KIA
72645,장준영,45,1984년 01월 03일,내야수(우투우타),182cm/90kg,세광고,,,02 KIA 2차 4라운드 29순위,
72649,신용운,15,1983년 09월 08일,투수(우언우타),180cm/72kg,진북초-전주동중-전주고-KIA-경찰-KIA,,,02 KIA 2차 1라운드 5순위,02KIA
72650,펨버튼,50,1969년 12월 17일,외야수(우투우타),185cm/86kg,도미니카 가스톤고,,,,
72653,키퍼,33,1968년 11월 13일,투수(우투우타),192cm/91kg,미국 플러튼대-KIA,,,,
72654,뉴선,54,1964년 07월 03일,외야수(좌투좌타),170cm/92kg,미국 조지아대,,,,
72659,리오스,27,1972년 11월 11일,투수(우투우타),187cm/90kg,미국 마이애미대-KIA,,,,
72720,유혜정,61,1982년 06월 20일,투수(우투우타),182cm/74kg,포철공고,,,,
72736,가르시아,36,1975년 05월 20일,내야수(우투우타),180cm/78kg,미국 산토도밍고고,,,,
72739,신주영,0,1984년 02월 15일,투수(우언우타),185cm/86kg,우암초-청주중-청주기공고-한화-상무,,,02 한화 2차,
72742,채상병,98,1979년 12월 18일,(우투우타),184cm/95kg,효제초-홍은중-휘문고-연세대-한화-두산-삼성,,,98 한화 2차 5라운드 34순위,02한화
72743,정병희,43,1983년 05월 25일,투수(우투우타),178cm/82kg,역삼초-휘문중-휘문고,,,02 한화 2차 2라운드 12순위,
72749,마정길,80,1979년 03월 13일,(우언우타),177cm/95kg,내덕초-청주중-청주기공고-단국대-한화-넥센,,,98 한화 2차 10라운드 74순위,02한화
72752,조현수,53,1979년 06월 27일,외야수(좌투좌타),180cm/83kg,북일고-경희대,,,,
72756,피코타,56,1966년 07월 23일,투수(우투우타),185cm/95kg,파나마 에슈라고,,,,
72765,송혁,65,1979년 05월 21일,외야수(우투좌타),184cm/85kg,선린상고-탐라대,,,,
72767,김민규,67,1979년 07월 04일,투수(우투좌타),182cm/88kg,전안북일-연세대,,,,
72801,제춘모,89,1982년 04월 05일,(우투우타),190cm/91kg,유안초-광주동성중-광주동성고-SK,,,02 SK 2차 1라운드 1순위,02SK
72813,박창근,13,1983년 02월 25일,투수(우투우타),185cm/85kg,경기고,,,,
72819,박두일,19,1983년 03월 25일,내야수(우투우타),182cm/76kg,영흥고,,,,
72822,서성종,99,1983년 06월 17일,내야수(우투우타),182cm/104kg,화정초-충장중-광주제일고-LG-경찰,,,02 SK 2차 6라운드 27순위,08LG
72824,페르난데스,24,1974년 11월 02일,내야수(우투우타),188cm/88kg,도미니카 산티아고고,,,,
72838,러핀,38,1971년 07월 29일,투수(우투우타),192cm/77kg,미국 척터 카운티고,,,,
72840,김지완,40,1979년 06월 21일,투수(우투우타),179cm/82kg,인천고-건국대,,,,
72846,곽철병,46,1979년 08월 10일,투수(우투우타),180cm/81kg,경주고-경남대,,,,
72850,김재구,24,1978년 05월 31일,내야수(좌투좌타),176cm/85kg,역삼초-휘문중-휘문고-단국대,,,,
72852,윤형국,52,1979년 08월 20일,내야수(우투우타),175cm/80kg,전주고-인하대,,,,
72853,송정훈,53,1982년 03월 11일,외야수(우투우타),176cm/82kg,경북고,,,,
72859,잉글린,59,1975년 10월 08일,외야수(우투우타),180cm/84kg,미국 USC대,,,,
72860,이대수,88,1981년 08월 21일,(우투우타),175cm/75kg,군산중앙초-군산중-군산상고-SK-두산-한화-SK,,,01 SK 육성선수,02SK
72862,윤길현,51,1983년 09월 23일,투수(우투우타),183cm/85kg,본리초-대구중-대구고-SK-상무-SK,,,02 SK 2차 1라운드 2순위,02SK
72918,손용수,31,1979년 06월 16일,투수(우투우타),179cm/78kg,휘문고-고려대,,,,
73113,박경수,6,1984년 03월 31일,내야수(우투우타),178cm/80kg,미성초-성남중-성남고-LG,43000만원,40000만원,03 LG 1차,03LG
73117,우규민,2,1985년 01월 21일,투수(우언우타),184cm/75kg,성동초-휘문중-휘문고-LG-경찰-LG,12000만원,70000만원,03 LG 2차 3라운드 19순위,03LG
73123,알칸트라,33,1971년 05월 06일,외야수(우투우타),190cm/90kg,도미니카 산토도밍고고,,,,
73136,이성열,50,1984년 07월 13일,내야수(우투좌타),185cm/102kg,순천북초-이수중-효천고-LG-두산-넥센,27000만원,50000만원,03 LG 2차 1라운드 3순위,03LG
73148,이중훈,48,1980년 05월 01일,외야수(우투우타),182cm/85kg,경남상고-경성대,,,,
73153,이대형,53,1983년 07월 19일,외야수(좌투좌타),184cm/78kg,광주서림초-무등중-광주제일고-LG-KIA,,,03 LG 2차 2라운드 11순위,03LG
73156,이경민,25,1984년 07월 31일,투수(우투양타),183cm/78kg,마산고,,,,
73166,정재복,81,1981년 02월 13일,(우투우타),192cm/105kg,상인천초-상인천중-인천고-인하대-LG-넥센,,,99 LG 2차 6라운드 47순위,03LG
73168,김진유,68,1979년 07월 01일,투수(좌투좌타),184cm/86kg,일본 정강상고-히로시마 NKK,,,,
73209,나주환,6,1984년 06월 14일,내야수(우투우타),180cm/84kg,성동초(월드리틀)-휘문중-북일고-두산-SK,10000만원,12000만원,03 두산 2차 2라운드 16순위,03두산
73211,노경은,38,1984년 03월 11일,투수(우투우타),186cm/90kg,화곡초-성남중-성남고-두산,35000만원,20000만원,03 두산 1차 ,03두산
73213,손시헌,80,1980년 10월 19일,(우투우타),172cm/73kg,화곡초-선린중-선린정보고-동의대-두산-상무-두산-NC,,,03 두산 육성선수,03두산
73224,김만윤,69,1984년 07월 23일,외야수(우투양타),184cm/79kg,대신초-경남중-서울고-두산,,,,
73226,김성배,38,1981년 01월 12일,투수(우언우타),180cm/86kg,장안초-배명중-배명고-건국대-두산-상무-두산-롯데,,,99 OB 2차 8라운드 61순위,03두산
73228,전병두,90,1984년 10월 14일,(좌투좌타),181cm/77kg,부산중앙초-부산중-부산고-(대불대)-두산-KIA-SK,,,03 두산 2차 1라운드 8순위,03두산
73229,이리키,29,1967년 06월 03일,투수(우투우타),178cm/80kg,일본 가고시마고,,,,
73231,백승훈,31,1980년 05월 16일,내야수(우투우타),176cm/75kg,대전고-동국대,,,,
73232,정종수,64,1980년 05월 08일,포수(우투우타),178cm/88kg,도신초-선린중-선린정보고-한양대,,,,
73233,쿨바,33,1972년 06월 05일,내야수(우투우타),185cm/84kg,미국 루즈벨트고,,,,
73239,노기환,39,1980년 02월 10일,내야수(좌투좌타),182cm/80kg,서울고-건국대,,,,
73241,정재훈,73,1980년 01월 01일,(우투우타),178cm/83kg,역삼초-휘문중-휘문고-성균관대-두산-롯데-두산,,,99 OB 2차 5라운드 37순위,03두산
73246,백대운,46,1980년 11월 21일,외야수(좌투좌타),183cm/90kg,중앙고-영남대,,,,
73248,김승회,16,1981년 02월 11일,투수(우투우타),177cm/85kg,역삼초-배명중-배명고-탐라대-두산-롯데-SK,5000만원,17000만원,03 두산 2차 5라운드 40순위,03두산
73304,권영석,4,1984년 11월 05일,내야수(우투우타),173cm/68kg,충암고,,,,
73306,지석훈,10,1984년 03월 17일,내야수(우투우타),181cm/74kg,가동초-휘문중-휘문고-현대-우리-상무-넥센,25000만원,12500만원,03 현대 2차 1라운드 6순위,03현대
73317,신동민,33,1980년 03월 14일,투수(우언우타),185cm/83kg,성남고-경남대,,,,
73322,바워스,22,1971년 07월 27일,투수(우투우타),196cm/100kg,미국 로얄라 마운트대,,,,
73324,브룸바,24,1974년 04월 21일,외야수(우투우타),186cm/90kg,미국 델라와대-현대-히어로즈,,,,
73339,이종욱,93,1980년 06월 18일,(좌투좌타),176cm/78kg,면목초-홍은중-선린정보고-영남대-현대-상무-두산-NC,,,99 현대 2차 2라운드 16순위,03현대
73342,이택근,29,1980년 07월 10일,외야수(우투우타),183cm/89kg,배정초-대천중-경남상고-고려대-현대-우리-히어로즈-LG-넥센,25000만원,5000만원,99 현대 2차 3라운드 24순위,03현대
73343,노환수,43,1984년 06월 30일,투수(좌투좌타),180cm/82kg,중앙초-부산중-부산고-현대-우리-히어로즈-넥센,,,03 현대 2차 3라운드 22순위,04현대
73350,이유섭,50,1984년 08월 23일,내야수(우투우타),187cm/87kg,휘문고,,,,
73357,류상문,57,1983년 04월 20일,투수(좌투좌타),188cm/83kg,신일고,,,,
