,Unnamed: 0,선수명: ,등번호: ,생년월일: ,포지션: ,신장/체중: ,경력: ,입단 계약금: ,연봉: ,지명순위: ,입단년도: 
174,50904,이종준,104.0,2001년 03월 09일,투수(우투우타),191cm/93kg,군산중앙초-군산남중-군산상고,3000만원,2700만원,20 NC 2차 9라운드 81순위,
175,50905,강태경,100.0,2001년 07월 26일,투수(우투좌타),188cm/95kg,양덕초-잠실중-배명고,7000만원,2700만원,20 NC 2차 5라운드 41순위,
176,50906,박영빈,106.0,1997년 07월 16일,외야수(우투좌타),182cm/77kg,호원초(의정부리틀)-청량중-충암고-경희대,,2700만원,20 NC 육성선수,
177,50911,한건희,101.0,2000년 09월 04일,투수(우투우타),188cm/105kg,대전유천초-한밭중-대전고,6000만원,2700만원,20 NC 2차 6라운드 51순위,
178,50912,라이트,12.0,1990년 01월 03일,투수(우투우타),198cm/97kg,미국 East Carolina(대),200000달러,800000달러,20 NC 자유선발,20NC
179,50923,알테어,23.0,1991년 01월 14일,외야수(우투우타),196cm/97kg,미국 Agua Fria(고),200000달러,800000달러,20 NC 자유선발,20NC
180,50955,노상혁,105.0,1997년 09월 21일,투수(우투우타),190cm/94kg,사파초-창원신월중-용마고-동의대,3000만원,2700만원,20 NC 2차 10라운드 91순위,
181,50990,노학준,90.0,1999년 05월 04일,외야수(좌투좌타),182cm/85kg,부산대연초-마산중-물금고,,2700만원,20 NC 육성선수,
182,50992,김태경,92.0,2001년 04월 07일,투수(우투우타),188cm/95kg,김해삼성초-내동중-용마고,15000만원,2700만원,20 NC 1차,20NC
183,50995,정구범,95.0,2000년 06월 16일,투수(좌투좌타),183cm/71kg,경동초(성동구리틀)-건대부중-덕수고,25000만원,2700만원,20 NC 2차 1라운드 1순위,20NC
184,50996,박시원,96.0,2001년 05월 30일,외야수(우투좌타),185cm/85kg,광주서림초-광주동성중-광주제일고,12000만원,2700만원,20 NC 2차 2라운드 11순위,20NC
0,60021,이성엽,13.0,1988년 04월 12일,내야수(우투좌타),175cm/70kg,수창초-경상중-상원고-영동대-경찰,,,,
1,60032,김종찬,32.0,1987년 07월 22일,외야수(우투우타),188cm/102kg,구리초-인창중-인창고-연세대-경찰,,,12 NC 자유선발,10경찰
2,60036,최석,14.0,1987년 06월 02일,외야수(좌투좌타),174cm/79kg,남정초-중앙중-중앙고-한민대,,,,
3,60050,신창명,101.0,1988년 02월 02일,외야수(좌투좌타),183cm/79kg,석교초-세광중-세광고-경희대-경찰,,,,
4,60051,오현민,52.0,1987년 05월 21일,투수(우투우타),180cm/83kg,봉천초-선린중-선린인터넷고-동국대-경찰-NC,,,12 NC 자유선발,10경찰
5,60055,김민겸,73.0,1986년 10월 19일,(우투우타),183cm/92kg,미성초-강남중-청주기공고-탐라대-경찰-넥센-경찰,,,,
6,60100,백진우,,1988년 05월 09일,외야수(우투우타),179cm/79kg,고명초-덕수중-경기고-(영남사이버대)-LG-경찰-LG,,5300만원,09 LG 육성선수,10LG
7,60102,이태원,43.0,1986년 03월 17일,포수(우투우타),177cm/78kg,충암초-충암중-충암고-동국대-LG-상무,,,10 LG 5라운드 33순위,10LG
8,60105,배민관,28.0,1991년 07월 29일,투수(우투우타),185cm/93kg,순천북초-성일중-야탑고-경찰,,,10 LG 8라운드 64순위,11경찰
9,60106,최우정,6.0,1991년 02월 10일,내야수(우투우타),cm/kg,북일고,,,,
10,60139,더마트레,39.0,1981년 07월 12일,투수(좌투우타),189cm/92kg,미국 베이커스필드대,,,,
11,60140,신정락,1.0,1987년 05월 13일,투수(우언우타),177cm/78kg,천안남산초-천안북중-북일고-고려대-LG,30000만원,12000만원,10 LG 1라운드 1순위,10LG
12,60146,이승현,20.0,1991년 11월 20일,투수(우투우타),181cm/92kg,화순초-진흥중-화순고-LG,10000만원,10000만원,10 LG 2라운드 16순위,10LG
13,60154,곤잘레스,54.0,1983년 02월 23일,투수(우투우타),187cm/98kg,멕시코 프리파토리아고,,,,
14,60156,오카모토,56.0,1974년 10월 21일,투수(우투우타),183cm/95kg,일본 미네야마고,,,,
15,60164,유경국,67.0,1991년 07월 12일,투수(우투우타),177cm/78kg,광주대성초-무등중-광주동성고,,,10 LG 3라운드 17순위,10LG
16,60181,김지용,48.0,1988년 02월 20일,투수(우투우타),177cm/81kg,이문초(노원구리틀)-청량중-중앙고-강릉영동대,,11000만원,10 LG 9라운드 65순위,10LG
17,60184,김창혁,2.0,1991년 05월 17일,포수(우투우타),179cm/80kg,양덕초-부산중-부산고-LG,5000만원,3000만원,10 LG 6라운드 48순위,15LG
18,60197,유재호,102.0,1991년 04월 07일,외야수(우투우타),186cm/90kg,남도초-대구중-대구고,,,10 LG 7라운드 49순위,11LG
19,60198,이성진,113.0,1992년 02월 23일,투수(우투우타),180cm/86kg,어방초(김해엔젤스리틀)-경남중-경남고-LG,,,10 LG 4라운드 32순위,12LG
20,60240,히메네스,40.0,1980년 10월 27일,투수(우투우타),188cm/89kg,도미니카 EXP.U.A.S.D고,,,10 두산 자유선발,
21,60255,장민익,7.0,1991년 02월 05일,투수(좌투좌타),207cm/99kg,순천북초-순천이수중-효천고-두산,,,10 두산 1라운드 7순위,10두산
22,60260,김준호,53.0,1991년 12월 09일,외야수(우투우타),185cm/78kg,남부민초-대동중-경남고,,,10 두산 5라운드 39순위,
23,60263,이재학,51.0,1990년 10월 04일,투수(우언우타),181cm/84kg,대구옥산초-경복중-대구고-두산,10000만원,27500만원,10 두산 2라운드 10순위,10두산
24,60264,정대현,25.0,1991년 07월 19일,투수(좌투좌타),186cm/97kg,인천서림초-청원중-성남고-두산-KT,8000만원,4500만원,10 두산 3라운드 23순위,10두산
25,60265,김상훈,68.0,1990년 03월 16일,투수(우투우타),186cm/85kg,율하초-경운중-경북고-두산,,,10 두산 4라운드 26순위,10두산
26,60288,김응민,27.0,1991년 10월 22일,포수(우투우타),178cm/90kg,서울이수초-건대부중-중앙고-두산-삼성-상무,,3200만원,10 두산 육성선수,12두산
27,60291,오정환,91.0,1987년 12월 09일,내야수(우투우타),cm/kg,상원고-고려대,,,,
28,60293,윤명운,93.0,1991년 02월 13일,투수(우투우타),cm/kg,제주고,,,,
29,60295,전준홍,95.0,1991년 08월 18일,외야수(좌투좌타),cm/kg,중앙고,,,,
30,60296,김동길,3.0,1987년 03월 01일,내야수(우투우타),179cm/77kg,백운초-덕수중-성남고-중앙대-두산,,,10 두산 육성선수,10두산
31,60297,노경우,97.0,1987년 09월 05일,투수(우투우타),cm/kg,배재고-건국대,,,,
32,60304,이창섭,5.0,1987년 03월 10일,내야수(우투우타),182cm/77kg,사파초-창원신월중-용마고-경성대-넥센-상무-넥센,,,10 넥센 5라운드 34순위,10넥센
33,60329,번사이드,29.0,1977년 03월 15일,투수(좌투좌타),190cm/95kg,호주 카톨릭고,,,,
34,60336,문성현,19.0,1991년 11월 09일,투수(우투우타),180cm/87kg,남정초-선린중-충암고-넥센-상무-넥센,8000만원,4200만원,10 넥센 4라운드 31순위,10넥센
35,60337,김대유,69.0,1991년 05월 08일,투수(좌투좌타),187cm/92kg,부산중앙초-부산중-부산고-넥센-SK-KT,6000만원,4500만원,10 넥센 3라운드 18순위,10넥센
36,60339,김건태,24.0,1991년 10월 02일,투수(우투우타),185cm/85kg,광주수창초-무등중-진흥고-넥센-상무-넥센,18000만원,9000만원,10 넥센 1라운드 2순위,10넥센
37,60340,장종덕,46.0,1987년 10월 29일,내야수(우투우타),182cm/91kg,길동초-자양중-배명고-영남대,,,10 넥센 9라운드 66순위,
38,60342,정회찬,41.0,1987년 02월 07일,투수(우투우타),194cm/105kg,우암초-청주중-청주기공고-원광대-히어로즈-넥센-경찰,,,10 넥센 2라운드 15순위,10넥센
39,60343,이해창,27.0,1987년 05월 11일,포수(우투우타),184cm/85kg,강남초-이수중-경기고-한양대-넥센-KT,4000만원,5500만원,10 넥센 7라운드 50순위,10넥센
40,60360,최경환,59.0,1989년 12월 19일,투수(우언우타),cm/kg,충암고-송원대,,,,
41,60363,임성학,63.0,1987년 05월 08일,외야수(우투우타),179cm/78kg,양덕초-마산중-용마고-동의대,,,10 넥센 8라운드 63순위,
42,60367,이성욱,67.0,1980년 01월 20일,투수(우투우타),183cm/90kg,서림초-대헌중-인천고,,,,
43,60368,안규성,19.0,1991년 11월 09일,투수(우언좌타),185cm/86kg,갈산초-자양중-선린인터넷고-(방송통신대)-넥센-경찰,,,10 넥센 6라운드 47순위,
44,60384,이지풍,92.0,1978년 11월 01일,(우투우타),178cm/80kg,당평초-개성중-개금고-고려대,,,,10넥센코치
45,60404,송주호,9.0,1988년 07월 11일,외야수(우투좌타),181cm/75kg,효제초-중앙중-중앙고-(방송통신대)-삼성,,,07 삼성 육성선수,10삼성
46,60412,안성필,65.0,1987년 07월 29일,외야수(우투우타),180cm/78kg,신제주초-경복중-대구고-영남대,,,10 삼성 6라운드 44순위,
47,60415,박화랑,101.0,1991년 06월 18일,투수(우투우타),176cm/78kg,수창초-경운중-상원고-(대구사이버대),,,,
48,60430,레딩,30.0,1978년 02월 12일,투수(우투우타),181cm/100kg,미국,,,,
49,60439,이규대,39.0,1986년 10월 20일,투수(우언좌타),182cm/87kg,합덕초-온양중-북일고-대불대,,,10 삼성 7라운드 53순위,
50,60441,임진우,19.0,1987년 05월 13일,투수(우투우타),186cm/98kg,삼전초-배명중-배명고-고려대-삼성-경찰-삼성,,,10 삼성 1라운드 5순위,10삼성
51,60454,정민우,43.0,1991년 09월 24일,포수(우투좌타),177cm/93kg,수영초-부산중-개성고,,,10 삼성 3라운드 21순위,10삼성
52,60456,백상원,3.0,1988년 01월 02일,내야수(우투좌타),177cm/76kg,남도초-경상중-경북고-단국대-삼성-상무,,,10 삼성 4라운드 28순위,10삼성
53,60457,김현우,20.0,1988년 01월 21일,투수(우투우타),185cm/111kg,가동초-대치중-강릉고-한민대-삼성-상무,,,10 삼성 2라운드 12순위,10삼성
54,60461,길태곤,111.0,1991년 01월 08일,투수(우투우타),187cm/100kg,이수초-개성중-개성고-삼성,,,10 삼성 8라운드 60순위,10삼성
55,60463,이만기,63.0,1987년 12월 02일,내야수(우투우타),cm/kg,대구고-동의대,,,,
56,60464,문선엽,39.0,1991년 07월 31일,외야수(좌투좌타),175cm/80kg,양덕초-마산중-마산고-삼성-경찰,,,10 삼성 9라운드 69순위,10삼성
57,60466,김재우,53.0,1987년 07월 04일,투수(우투우타),186cm/83kg,언북초-선린중-선린인터넷고-인하대,,,10 삼성 5라운드 37순위,10삼성
58,60469,김형준,69.0,1984년 05월 11일,투수(우투우타),184cm/95kg,제주신광초-경복중-상원고-영남대,,,,
59,60481,타네다,81.0,1971년 07월 18일,(우투우타),173cm/80kg,일본 우에노미야고,,,,10삼성코치
60,60488,오치아이,88.0,1969년 07월 25일,(우투우타),178cm/86kg,일본 니혼대,,,,10삼성코치
61,60491,김종화,91.0,1991년 08월 14일,투수(우투우타),187cm/84kg,남도초-경상중-경북고,,,,
62,60493,김지훈,93.0,1991년 05월 08일,투수(우투우타),185cm/95kg,영일초-영남중-중앙고,,,,
63,60495,홍효의,30.0,1989년 03월 02일,투수(우언좌타),190cm/87kg,포항초-포항중-구미전자공고-영동대-삼성,,,10 삼성 육성선수,13삼성
64,60496,김동은,3.0,1990년 11월 13일,내야수(우투우타),174cm/75kg,율하초-경상중-대구고,,,10 삼성 육성선수,15KT
65,60497,이강혁,69.0,1991년 10월 23일,내야수(우투좌타),185cm/94kg,율하초-대구중-대구고,,,10 삼성 육성선수,
66,60523,정훈,9.0,1987년 07월 18일,외야수(우투우타),180cm/85kg,양덕초-마산동중-용마고,,6400만원,06 현대 육성선수,10롯데
67,60524,현천웅,112.0,1987년 05월 18일,포수(우투우타),173cm/80kg,창녕초-재능중-동산고-건국대,,,10 롯데 육성선수,
68,60526,변용선,26.0,1987년 05월 17일,포수(우투좌타),183cm/75kg,인헌초-선린중-선린인터넷고-중앙대-롯데,,,10 롯데 5라운드 38순위,10롯데
69,60542,유동근,42.0,1987년 07월 12일,포수(우투우타),cm/kg,부산공고-원광대,,,,
70,60544,홍재영,98.0,1990년 09월 25일,외야수(우투좌타),185cm/92kg,하단초-경남중-경남고,,,10 롯데 1라운드 6순위,
71,60550,이현준,120.0,1991년 05월 12일,투수(좌투좌타),180cm/77kg,대일초-매송중-야탑고,,,10 롯데 2라운드 11순위,10롯데
72,60554,김근호,114.0,1991년 05월 30일,투수(우투우타),189cm/90kg,온양온천초-충남중-대전고,,,10 롯데 4라운드 27순위,
73,60558,오태곤,37.0,1991년 11월 18일,내야수(우투우타),186cm/88kg,쌍문초-신월중-청원고-롯데-경찰-롯데,9000만원,9500만원,10 롯데 3라운드 22순위,10롯데
74,60559,박시영,37.0,1989년 03월 10일,투수(우투우타),180cm/88kg,축현초-인천신흥중-제물포고-(영남사이버대),,7900만원,08 롯데 2차 4라운드 31순위,10롯데
75,60563,최헌주,63.0,1989년 03월 07일,투수(우투우타),cm/kg,신일고,,,,
76,60565,박승완,51.0,1988년 01월 01일,외야수(우투좌타),179cm/82kg,춘천초-춘천중-춘천고-동의대,,,,
77,60566,이상호,7.0,1989년 02월 05일,내야수(우투우타),180cm/82kg,대구옥산초-경운중-대구상원고-강릉영동대-NC-상무,,10000만원,10 롯데 육성선수,13NC
78,60567,황성웅,37.0,1986년 06월 12일,투수(우언좌타),180cm/78kg,미성초-성남중-성남고-홍익대,,,10 롯데 6라운드 43순위,
79,60594,사도스키,94.0,1982년 10월 04일,투수(우투우타),193cm/88kg,미국 웨스턴 와일드캣츠고-미국 플로리다대,,,10 롯데 자유선발,
80,60605,홍재호,6.0,1987년 05월 10일,내야수(우투우타),180cm/79kg,부산대연초-대천중-부산고-고려대-KIA-경찰,,,10 KIA 7라운드 51순위,10KIA
81,60630,김태훈,30.0,1987년 09월 28일,포수(우투우타),185cm/76kg,본리초-경북중-대구고-영남대,,,10 KIA 2차 6라운드 46순위,
82,60634,임기준,26.0,1991년 10월 08일,투수(좌투좌타),182cm/86kg,광주서림초-진흥중-진흥고-(전남과학대)-KIA-경찰,10000만원,8700만원,10 KIA 2라운드 14순위,10KIA
83,60635,이정훈,60.0,1991년 04월 27일,투수(우투우타),183cm/87kg,언북초-언북중-충암고,,,10 KIA 8라운드 62순위,10KIA
84,60636,심동섭,1.0,1991년 09월 20일,투수(좌투좌타),185cm/93kg,광주화정초-충장중-광주제일고-(호남대),,,10 KIA 1라운드 3순위,10KIA
85,60648,이인행,15.0,1991년 06월 30일,외야수(우투좌타),185cm/95kg,서울도곡초-영동중-덕수고-KIA-경찰,,,10 KIA 3라운드 19순위,10KIA
86,60649,라이트,50.0,1982년 03월 13일,투수(우투우타),192cm/90kg,미국 로빈슨고,,,,
87,60650,로드리게스,50.0,1978년 05월 21일,투수(우투우타),188cm/85kg,도미니카 루이스호세안토인고,,,,
88,60655,임한용,1.0,1987년 07월 15일,외야수(우투좌타),180cm/75kg,화계초-신일중-신일고-건국대,,,10 KIA 4라운드 30순위,10KIA
89,60658,최병연,0.0,1986년 12월 21일,내야수(우투우타),178cm/83kg,인천숭의초-태안중-북일고-성균관대,,,10 KIA 육성선수,15KIA
90,60661,박종모,61.0,1988년 02월 13일,투수(좌투좌타),178cm/86kg,남정초-선린중-선린인터넷고-고려대,,,,
91,60663,이제우,58.0,1991년 05월 10일,내야수(우투좌타),183cm/88kg,구남초-신일중-신일고,,,10 KIA 5라운드 35순위,
92,60667,이종환,58.0,1986년 05월 08일,외야수(좌투좌타),175cm/90kg,태안초-태안중-북일고-단국대-KIA-상무-KIA,,,09 KIA 육성선수,10KIA
93,60678,스키모토,78.0,1959년 05월 03일,(좌투좌타),174cm/88kg,일본 고텐바니시고,,,,10KIA코치
94,60690,변선웅,90.0,1985년 11월 29일,포수(우투우타),cm/kg,대성고,,,,
95,60692,서동수,92.0,1986년 04월 28일,외야수(좌투좌타),178cm/75kg,남산초-천안북중-북일고-대불대,,,,
96,60693,이준호,7.0,1987년 09월 07일,외야수(우투우타),183cm/89kg,군산중앙초-군산남중-군산상고-고려대,,,10 KIA 육성선수,11KIA
97,60694,주도성,94.0,1992년 01월 18일,내야수(우투우타),cm/kg,효천고,,,,
98,60697,콜론,97.0,1979년 08월 13일,투수(우투우타),198cm/107kg,도미니카,,,,
99,60699,장승욱,99.0,1986년 12월 03일,투수(좌투좌타),cm/kg,동성고-건국대,,,,
100,60701,조대현,,1972년 10월 15일,(우투우타),178cm/77kg,천호초-천호중-한영고-신구대,,,,10한화코치
101,60702,김덕영,,1978년 02월 28일,(우투우타),175cm/72kg,오류남초-오남중-우신고-용인대,,,,
102,60703,박재희,,1983년 11월 15일,(우투우타),180cm/83kg,용지초-협성중-능인고-순천향대,,,,10한화코치
